1e-14 9.24316229614e-19 -4.67066718822e-22 9.23849162896e-19
2e-14 9.24316229614e-19 -4.67452022657e-22 9.23848777592e-19
3e-14 9.24316229614e-19 -4.6806496802e-22 9.23848164646e-19
4e-14 9.24316229614e-19 -4.68904330854e-22 9.23847325284e-19
5e-14 9.24316229614e-19 -4.69969298231e-22 9.23846260316e-19
6e-14 9.24316229614e-19 -4.712594681e-22 9.23844970146e-19
6.999999999999999e-14 9.24316229614e-19 -4.7277484927e-22 9.23843454765e-19
7.999999999999999e-14 9.24316229614e-19 -4.74515861723e-22 9.23841713753e-19
8.999999999999998e-14 9.24316229614e-19 -4.7648333733e-22 9.23839746277e-19
9.999999999999998e-14 9.24316229614e-19 -4.78678521062e-22 9.23837551093e-19
1.0999999999999997e-13 9.24316859852e-19 -4.81103072785e-22 9.2383575678e-19
1.1999999999999997e-13 9.24318719043e-19 -4.83759140154e-22 9.23834959903e-19
1.2999999999999998e-13 9.24321500351e-19 -4.86649304666e-22 9.23834851047e-19
1.3999999999999998e-13 9.24324926859e-19 -4.89776551048e-22 9.23835150308e-19
1.5e-13 9.24328748726e-19 -4.93144304196e-22 9.23835604422e-19
1.6e-13 9.24333157452e-19 -4.96756397381e-22 9.23836401055e-19
1.7e-13 9.24338172271e-19 -5.00617183238e-22 9.23837555088e-19
1.8000000000000002e-13 9.24343744033e-19 -5.04731409717e-22 9.23839012623e-19
1.9000000000000002e-13 9.24349887307e-19 -5.09104362023e-22 9.23840782945e-19
2.0000000000000003e-13 9.24356249333e-19 -5.13741744455e-22 9.23842507588e-19
2.1000000000000004e-13 9.24362838483e-19 -5.18649755845e-22 9.23844188727e-19
2.2000000000000005e-13 9.24369663508e-19 -5.23835104924e-22 9.23845828403e-19
2.3000000000000003e-13 9.24376733559e-19 -5.29305027576e-22 9.23847428532e-19
2.4000000000000004e-13 9.24384190853e-19 -5.35067306111e-22 9.23849123547e-19
2.5000000000000005e-13 9.24392046683e-19 -5.41130324827e-22 9.23850916358e-19
2.6000000000000005e-13 9.24400180141e-19 -5.47503028063e-22 9.23852677113e-19
2.7000000000000006e-13 9.24408602196e-19 -5.54194977962e-22 9.23854407218e-19
2.8000000000000007e-13 9.24417324363e-19 -5.61216383187e-22 9.23856107979e-19
2.900000000000001e-13 9.24426358736e-19 -5.68578130356e-22 9.23857780605e-19
3.000000000000001e-13 9.24435718033e-19 -5.76291818341e-22 9.23859426214e-19
3.100000000000001e-13 9.24445516906e-19 -5.8436979558e-22 9.2386114711e-19
3.200000000000001e-13 9.24455770056e-19 -5.92825233674e-22 9.23862944823e-19
3.300000000000001e-13 9.24466391639e-19 -6.01672106301e-22 9.23864719532e-19
3.400000000000001e-13 9.24477397268e-19 -6.10925268147e-22 9.23866472e-19
3.500000000000001e-13 9.24488803423e-19 -6.20600505732e-22 9.23868202917e-19
3.6000000000000013e-13 9.24500627501e-19 -6.30714591981e-22 9.23869912909e-19
3.7000000000000014e-13 9.24512887884e-19 -6.41285344685e-22 9.2387160254e-19
3.8000000000000015e-13 9.24525604004e-19 -6.52331688998e-22 9.23873272315e-19
