1e-15 3.832e-09 6.68e-10 6.68e-10 1.99015603995e-19 -6.33357121163e-26 1.99015540659e-19
2e-15 3.833e-09 6.67e-10 6.67e-10 1.99015603995e-19 -6.39075831102e-26 1.99015540088e-19
3.0000000000000002e-15 3.834e-09 6.66e-10 6.66e-10 1.99015603995e-19 -6.44854872664e-26 1.9901553951e-19
4e-15 3.835e-09 6.65e-10 6.65e-10 1.99015603995e-19 -6.50694974359e-26 1.99015538926e-19
5.000000000000001e-15 3.836e-09 6.64e-10 6.64e-10 1.99015603995e-19 -6.56596874606e-26 1.99015538336e-19
6.000000000000001e-15 3.837e-09 6.63e-10 6.63e-10 1.99015603995e-19 -6.62561321884e-26 1.99015537739e-19
7.000000000000002e-15 3.838e-09 6.62e-10 6.62e-10 1.99015603995e-19 -6.68589074887e-26 1.99015537136e-19
8.000000000000002e-15 3.839e-09 6.61e-10 6.61e-10 1.99015603995e-19 -6.74680902679e-26 1.99015536527e-19
9.000000000000003e-15 3.84e-09 6.6e-10 6.6e-10 1.99015603995e-19 -6.80837584848e-26 1.99015535911e-19
1.0000000000000003e-14 3.841e-09 6.59e-10 6.59e-10 1.99015603995e-19 -6.87059911671e-26 1.99015535289e-19
1.1000000000000004e-14 3.842e-09 6.58e-10 6.58e-10 1.99015603995e-19 -6.93348684273e-26 1.9901553466e-19
1.2000000000000004e-14 3.843e-09 6.57e-10 6.57e-10 1.99015603995e-19 -6.99704714798e-26 1.99015534025e-19
1.3000000000000005e-14 3.844e-09 6.56e-10 6.56e-10 1.99015603995e-19 -7.06128826569e-26 1.99015533382e-19
1.4000000000000005e-14 3.845e-09 6.55e-10 6.55e-10 1.99015603995e-19 -7.12621854271e-26 1.99015532733e-19
1.5000000000000006e-14 3.846e-09 6.54e-10 6.54e-10 1.99015603995e-19 -7.19184644112e-26 1.99015532077e-19
1.6000000000000004e-14 3.847e-09 6.53e-10 6.53e-10 1.99015603995e-19 -7.25818054014e-26 1.99015531413e-19
1.7000000000000003e-14 3.848e-09 6.52e-10 6.52e-10 1.99015603995e-19 -7.3252295378e-26 1.99015530743e-19
1.8000000000000002e-14 3.849e-09 6.51e-10 6.51e-10 1.99015603995e-19 -7.39300225289e-26 1.99015530065e-19
1.9e-14 3.85e-09 6.5e-10 6.5e-10 1.99015603995e-19 -7.46150762674e-26 1.9901552938e-19
2e-14 3.851e-09 6.49e-10 6.49e-10 1.99015603995e-19 -7.53075472515e-26 1.99015528688e-19
2.1e-14 3.852e-09 6.48e-10 6.48e-10 1.99015603995e-19 -7.60075274031e-26 1.99015527988e-19
2.1999999999999998e-14 3.853e-09 6.47e-10 6.47e-10 1.99015603995e-19 -7.6715109928e-26 1.9901552728e-19
2.2999999999999997e-14 3.854e-09 6.46e-10 6.46e-10 1.99015603995e-19 -7.74303893349e-26 1.99015526565e-19
2.3999999999999996e-14 3.855e-09 6.45e-10 6.45e-10 1.99015603995e-19 -7.81534614569e-26 1.99015525842e-19
2.4999999999999994e-14 3.856e-09 6.44e-10 6.44e-10 1.99015603995e-19 -7.8884423471e-26 1.99015525111e-19
2.5999999999999993e-14 3.857e-09 6.43e-10 6.43e-10 1.99015603995e-19 -7.96233739201e-26 1.99015524372e-19
2.6999999999999992e-14 3.858e-09 6.42e-10 6.42e-10 1.99015603995e-19 -8.03704127333e-26 1.99015523625e-19
2.799999999999999e-14 3.859e-09 6.41e-10 6.41e-10 1.99015603995e-19 -8.11256412488e-26 1.9901552287e-19
2.899999999999999e-14 3.86e-09 6.4e-10 6.4e-10 1.99015603995e-19 -8.18891622347e-26 1.99015522106e-19
2.999999999999999e-14 3.861e-09 6.39e-10 6.39e-10 1.99015603995e-19 -8.26610799128e-26 1.99015521334e-19
3.0999999999999994e-14 3.862e-09 6.38e-10 6.38e-10 1.99015603995e-19 -8.34414999802e-26 1.99015520554e-19
3.1999999999999996e-14 3.863e-09 6.37e-10 6.37e-10 1.99015603995e-19 -8.42305296337e-26 1.99015519765e-19
3.3e-14 3.864e-09 6.36e-10 6.36e-10 1.99015603995e-19 -8.50282775925e-26 1.99015518967e-19
3.4e-14 3.865e-09 6.35e-10 6.35e-10 1.99015603995e-19 -8.58348541228e-26 1.9901551816e-19
3.5e-14 3.866e-09 6.34e-10 6.34e-10 1.99015603995e-19 -8.66503710624e-26 1.99015517345e-19
3.6000000000000004e-14 3.867e-09 6.33e-10 6.33e-10 1.99015603995e-19 -8.74749418452e-26 1.9901551652e-19
3.7000000000000006e-14 3.868e-09 6.32e-10 6.32e-10 1.99015603995e-19 -8.83086815268e-26 1.99015515687e-19
3.800000000000001e-14 3.869e-09 6.31e-10 6.31e-10 1.99015603995e-19 -8.91517068104e-26 1.99015514843e-19
3.900000000000001e-14 3.87e-09 6.3e-10 6.3e-10 1.99015603995e-19 -9.00041360727e-26 1.99015513991e-19
4.000000000000001e-14 3.871e-09 6.29e-10 6.29e-10 1.99015603995e-19 -9.0866089391e-26 1.99015513129e-19
4.1000000000000015e-14 3.872e-09 6.28e-10 6.28e-10 1.99015603995e-19 -9.17376885701e-26 1.99015512258e-19
4.2000000000000017e-14 3.873e-09 6.27e-10 6.27e-10 1.99015603995e-19 -9.26190571702e-26 1.99015511376e-19
4.300000000000002e-14 3.874e-09 6.26e-10 6.26e-10 1.99015603995e-19 -9.35103205348e-26 1.99015510485e-19
4.400000000000002e-14 3.875e-09 6.25e-10 6.25e-10 1.99015603995e-19 -9.44116058196e-26 1.99015509584e-19
4.500000000000002e-14 3.876e-09 6.24e-10 6.24e-10 1.99015603995e-19 -9.53230420215e-26 1.99015508672e-19
4.6000000000000025e-14 3.877e-09 6.23e-10 6.23e-10 1.99015603995e-19 -9.6244760008e-26 1.9901550775e-19
4.700000000000003e-14 3.878e-09 6.22e-10 6.22e-10 1.99015603995e-19 -9.71768925483e-26 1.99015506818e-19
4.800000000000003e-14 3.879e-09 6.21e-10 6.21e-10 1.99015603995e-19 -9.81195743427e-26 1.99015505876e-19
4.900000000000003e-14 3.88e-09 6.2e-10 6.2e-10 1.99015603995e-19 -9.90729420553e-26 1.99015504922e-19
